Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
REMIND 1.7,CEMICS-2.0-CDR12,World,Emissions|CO2|Industrial Processes,Mt CO2/yr,,1161.3067,1409.9683,1475.7478,1515.7088,1459.424,1407.844,1347.979,1280.739,1212.51,1143.769,1066.359,975.975,,816.5451,,644.5769,,515.4546,,440.5701
REMIND 1.7,CEMICS-2.0-CDR12,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,0,0,0.3569,2.367,8.6721,21.7755,42.3742,69.3428,99.2244,125.7392,,156.2193,,175.2974,,194.3702,,188.7968
REMIND 1.7,CEMICS-2.0-CDR12,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,0,0,0,0,0,0,996.5688,2647.444,3496.042,3785.287,4123.481,4459.243,,4687.501,,3952.305,,2910.637,,2408.276
REMIND 1.7,CEMICS-2.0-CDR12,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,,0,0,0,0,0.0426,0.2239,0.5415,0.7191,0.7138,0.7006,0.6735,0.6248,,0.4241,,0.0909,,0.0007,,0.0007
REMIND 1.7,CEMICS-2.0-CDR12,World,Carbon Sequestration|Direct Air Capture,Mt CO2/yr,,0,0,0,0,0,0,0,0,0,0,0.0001,0,,8.6496,,107.4605,,482.1186,,1281.902
REMIND 1.7,CEMICS-2.0-CDR12,World,Carbon Sequestration|Enhanced Weathering,Mt CO2/yr,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND 1.7,CEMICS-2.0-CDR20,World,Emissions|CO2,Mt CO2/yr,,36193.6379,40127.0952,45416.1794,45912.1453,39036.39,31093.76,26658.23,22085.67,18483.32,14978.04,10873.97,5795.052,,-4735.104,,-11450.41,,-14145.28,,-16974.09
REMIND 1.7,CEMICS-2.0-CDR20,World,Emissions|CO2|AFOLU,Mt CO2/yr,,6920.6133,6905.8346,6998.7379,6768.4403,4128.992,517.4528,-115.0049,-1607.142,-2387.498,-2705.815,-3053.568,-3488.445,,-4020.52,,-3732.876,,-2905.688,,-2408.276
REMIND 1.7,CEMICS-2.0-CDR20,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29273.0245,33221.2606,38417.4415,39143.705,34907.4,30576.31,26773.88,23697.38,20893.73,17781.38,14291.9,10258.83,,3425.363,,-346.3682,,-2849.671,,-5280.902
REMIND 1.7,CEMICS-2.0-CDR20,World,Emissions|CO2|Other,Mt CO2/yr,,0,0,0,0,0,0,-0.6451,-4.5709,-22.9191,-97.5203,-364.3697,-975.3354,,-4139.947,,-7371.161,,-8389.917,,-9284.917
REMIND 1.7,CEMICS-2.0-CDR20,World,Primary Energy|Biomass,EJ/yr,,45.4893,51.4394,55.1185,61.8924,68.698,68.9663,67.6077,66.6837,70.2041,80.1923,98.9201,122.5846,,170.6027,,199.5183,,202.2402,,218.0943
REMIND 1.7,CEMICS-2.0-CDR20,World,Temperature|Global Mean,°C,,0.9239,0.9523,1.0684,1.2191,1.4137,1.532,1.6801,1.724,1.8065,1.8122,1.8527,1.8455,,1.846,,1.8125,,1.7542,,1.6684
REMIND 1.7,CEMICS-2.0-CDR20,World,Emissions|CO2|Industrial Processes,Mt CO2/yr,,1161.3067,1409.9683,1475.7478,1515.7088,1457.458,1407.068,1348.398,1280.289,1211.295,1143.77,1067.187,978.3682,,817.9539,,650.4001,,565.9485,,472.9128
REMIND 1.7,CEMICS-2.0-CDR20,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,0,0,0.1443,0.9989,3.9033,10.4491,22.0428,40.257,65.9837,96.7329,,153.2829,,184.319,,188.0288,,187.2369
REMIND 1.7,CEMICS-2.0-CDR20,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,0,0,0,0,0,0,115.0049,1607.142,2387.498,2705.815,3053.568,3488.445,,4020.52,,3732.876,,2905.688,,2408.276
REMIND 1.7,CEMICS-2.0-CDR20,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,,0,0,0,0,0.0303,0.1589,0.4145,0.5943,0.6137,0.6036,0.5826,0.5444,,0.3839,,0.1046,,0.0007,,0.0007
REMIND 1.7,CEMICS-2.0-CDR20,World,Carbon Sequestration|Direct Air Capture,Mt CO2/yr,,0,0,0,0,0,0,0.6451,4.5709,22.9191,97.5203,364.3697,975.3354,,4139.947,,7371.161,,8389.917,,9284.917
REMIND 1.7,CEMICS-2.0-CDR20,World,Carbon Sequestration|Enhanced Weathering,Mt CO2/yr,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND 1.7,CEMICS-2.0-CDR8,World,Emissions|CO2,Mt CO2/yr,,36193.6379,40127.0952,45416.1794,45912.1453,37196.52,26642.66,18770.45,13448.18,9154.858,6221.828,4256.167,2551.693,,-463.5589,,-3086.297,,-5997.72,,-7094.528
REMIND 1.7,CEMICS-2.0-CDR8,World,Emissions|CO2|AFOLU,Mt CO2/yr,,6920.6133,6905.8346,6998.7379,6768.4403,4128.992,315.1738,-2282.269,-4091.879,-5002.667,-5198.613,-5110.295,-4936.924,,-4515.235,,-3854.23,,-2721.374,,-1925.235
REMIND 1.7,CEMICS-2.0-CDR8,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29273.0245,33221.2606,38417.4415,39143.705,33067.53,26327.49,21052.71,17540.06,14157.52,11420.44,9366.462,7488.617,,4051.676,,767.9334,,-3276.347,,-5169.294
REMIND 1.7,CEMICS-2.0-CDR8,World,Emissions|CO2|Other,Mt CO2/yr,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND 1.7,CEMICS-2.0-CDR8,World,Primary Energy|Biomass,EJ/yr,,45.4893,51.4394,55.1185,61.8924,69.6156,71.3842,74.0486,81.3709,92.1175,98.2065,99.3402,100.0233,,118.6083,,151.6575,,193.2559,,213.907
REMIND 1.7,CEMICS-2.0-CDR8,World,Temperature|Global Mean,°C,,0.9239,0.9523,1.0684,1.2194,1.4168,1.53,1.6593,1.6738,1.7302,1.7139,1.7369,1.7183,,1.7192,,1.7141,,1.6951,,1.6559
REMIND 1.7,CEMICS-2.0-CDR8,World,Emissions|CO2|Industrial Processes,Mt CO2/yr,,1161.3067,1409.9683,1475.7478,1515.7088,1459.683,1408.955,1348.957,1281.653,1211.831,1142.603,1065.924,976.5455,,815.4339,,643.8271,,497.0381,,410.932
REMIND 1.7,CEMICS-2.0-CDR8,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,0,0,0.5559,3.3961,11.4876,26.5237,45.116,58.7589,65.1222,69.1332,,78.9885,,94.2211,,119.9678,,138.0619
REMIND 1.7,CEMICS-2.0-CDR8,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,0,0,0,0,0,0,2282.269,4091.879,5002.667,5198.613,5110.295,4936.924,,4515.235,,3854.23,,2721.374,,1925.235
REMIND 1.7,CEMICS-2.0-CDR8,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,,0,0,0,0,0.0237,0.0915,0.1355,0.135,0.1331,0.129,0.1213,0.1084,,0.0587,,0.0007,,0.0007,,0.0007
REMIND 1.7,CEMICS-2.0-CDR8,World,Carbon Sequestration|Direct Air Capture,Mt CO2/yr,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND 1.7,CEMICS-2.0-CDR8,World,Carbon Sequestration|Enhanced Weathering,Mt CO2/yr,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND 1.7,CEMICS-Ref,World,Emissions|CO2,Mt CO2/yr,,36193.6379,40127.0952,45416.1794,48906.9524,51141.0847,53477.3647,55919.5534,58313.4957,60646.4809,63334.7274,66193.7497,66898.6205,,66204.3089,,66351.371,,63378.5425,,62763.26
REMIND 1.7,CEMICS-Ref,World,Emissions|CO2|AFOLU,Mt CO2/yr,,6920.6133,6905.8346,6998.7379,6768.4403,5867.6513,4758.3799,3433.3119,2513.6474,2099.9183,2114.2924,2284.3138,2147.8976,,1535.792,,738.8428,,184.3695,,-0.9487
REMIND 1.7,CEMICS-Ref,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29273.0245,33221.2606,38417.4415,42138.5121,45273.4334,48718.9848,52486.2415,55799.8483,58546.5626,61220.435,63909.4359,64750.7229,,64668.5169,,65612.5282,,63194.173,,62764.21
REMIND 1.7,CEMICS-Ref,World,Primary Energy|Biomass,EJ/yr,,45.4893,51.4394,55.1185,57.1611,58.9752,58.9911,58.1569,56.8952,55.775,55.385,57.3329,60.2206,,64.651,,70.1117,,75.243,,78.8326
REMIND 1.7,CEMICS-Ref,World,Temperature|Global Mean,°C,,0.9239,0.9522,1.067,1.2074,1.3826,1.5126,1.7091,1.8426,2.0496,2.1989,2.389,2.5402,,2.8792,,3.1918,,3.4798,,3.7363
REMIND 1.7,CEMICS-Ref,World,Emissions|CO2|Industrial Processes,Mt CO2/yr,,1161.3067,1409.9683,1475.7478,1525.2088,1534.5718,1568.0784,1600.3232,1612.7171,1627.4488,1649.3864,1662.2194,1651.4214,,1663.3569,,1654.7766,,1740.8964,,1706.891
REMIND 1.7,CEMICS-Ref,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND 1.7,CEMICS-Ref,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND-MAgPIE 1.5,SSP1-19,World,Emissions|CO2,Mt CO2/yr,,35250,36250,,35200,,26310,,16410,,3761,,-6315,,-9558,,-11390,,-12770,,-13370
REMIND-MAgPIE 1.5,SSP1-19,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5702,4556,,1725,,1619,,2681,,2418,,-728.7,,-1242,,-1892,,-2617,,-2862
REMIND-MAgPIE 1.5,SSP1-19,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,31690,,33480,,24690,,13730,,1344,,-5586,,-8316,,-9498,,-10160,,-10510
REMIND-MAgPIE 1.5,SSP1-19,World,Primary Energy|Biomass,EJ/yr,,55.83,59.9,,67.76,,62.66,,105.8,,203.9,,229.5,,238.5,,240.2,,233.2,,224
REMIND-MAgPIE 1.5,SSP1-19,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0009,,7.728,,72.57,,185.4,,217.3,,222.2,,221.4,,216.1,,210
REMIND-MAgPIE 1.5,SSP1-26,World,Emissions|CO2,Mt CO2/yr,,35779.8119,35914.1621,,35061.6098,,32056.1641,,28050.37,,21375.4155,,12105.5842,,3079.0481,,-2793.7697,,-6705.6059,,-8588.012
REMIND-MAgPIE 1.5,SSP1-26,World,Emissions|CO2|AFOLU,Mt CO2/yr,,6231.8119,4220.1621,,1586.6098,,1241.1641,,595.27,,351.9155,,1299.5842,,991.0481,,362.3303,,71.5241,,9.658
REMIND-MAgPIE 1.5,SSP1-26,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,31690,,33480,,30810,,27450,,21030,,10810,,2088,,-3156,,-6777,,-8597
REMIND-MAgPIE 1.5,SSP1-26,World,Primary Energy|Biomass,EJ/yr,,55.83,59.9,,67.76,,64.7,,61.84,,86.75,,147.7,,199.8,,220.9,,223.9,,227.5
REMIND-MAgPIE 1.5,SSP1-26,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0009,,0.9191,,10.22,,49.67,,123.4,,187.9,,216.2,,219.2,,213.6
REMIND-MAgPIE 1.5,SSP1-34,World,Emissions|CO2,Mt CO2/yr,,35779.8119,35914.1621,,34948.2264,,37157.7288,,37437.9734,,34181.2231,,28078.2871,,19203.0476,,9869.8745,,2476.9035,,-2827.2347
REMIND-MAgPIE 1.5,SSP1-34,World,Emissions|CO2|AFOLU,Mt CO2/yr,,6231.8119,4220.1621,,1473.2264,,1141.7288,,659.4734,,54.1231,,-286.9129,,-97.2524,,1.3385,,-71.3865,,-89.4647
REMIND-MAgPIE 1.5,SSP1-34,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,31690,,33480,,36010,,36780,,34130,,28360,,19300,,9868,,2548,,-2738
REMIND-MAgPIE 1.5,SSP1-34,World,Primary Energy|Biomass,EJ/yr,,55.83,59.9,,67.76,,60.27,,52.35,,56.29,,64.87,,88.24,,129,,167.7,,196.6
REMIND-MAgPIE 1.5,SSP1-34,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0009,,0.0315,,0.6692,,4.888,,20.52,,56.16,,110.7,,160.3,,192.5
REMIND-MAgPIE 1.5,SSP1-45,World,Emissions|CO2,Mt CO2/yr,,35779.8119,35914.1621,,34969.3154,,38941.5934,,42310.8887,,40901.0441,,36423.6059,,30254.5069,,23335.6443,,16542.1332,,12115.7583
REMIND-MAgPIE 1.5,SSP1-45,World,Emissions|CO2|AFOLU,Mt CO2/yr,,6231.8119,4220.1621,,1494.3154,,1224.5934,,1260.8887,,280.1441,,-692.1941,,-1234.4931,,-1732.3557,,-1991.8668,,-1821.2417
REMIND-MAgPIE 1.5,SSP1-45,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,31690,,33480,,37710,,41050,,40620,,37110,,31490,,25070,,18530,,13930
REMIND-MAgPIE 1.5,SSP1-45,World,Primary Energy|Biomass,EJ/yr,,55.83,59.9,,67.76,,59.73,,54.94,,71.73,,88.53,,95.38,,102.4,,108.9,,112.3
REMIND-MAgPIE 1.5,SSP1-45,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0009,,0.0027,,0.0027,,0.0028,,0.0271,,0.4001,,2.209,,7.891,,21.26
REMIND-MAgPIE 1.5,SSP1-Baseline,World,Emissions|CO2,Mt CO2/yr,,35249.8772,36250.8863,,38204.823,,40669.0597,,44564.1027,,46353.0836,,43187.7516,,39057.8068,,33053.1733,,26623.629,,21771.6889
REMIND-MAgPIE 1.5,SSP1-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5701.8772,4556.8863,,3687.823,,1143.0597,,513.2027,,596.2836,,-1556.2484,,-2480.1932,,-3656.8267,,-4481.371,,-4714.3111
REMIND-MAgPIE 1.5,SSP1-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,31690,,34510,,39530,,44050,,45760,,44740,,41530,,36690,,31020,,26480
REMIND-MAgPIE 1.5,SSP1-Baseline,World,Primary Energy|Biomass,EJ/yr,,55.83,59.9,,67.22,,56.97,,48.11,,51.76,,59.02,,66.38,,79.42,,94.69,,106.2
REMIND-MAgPIE 1.5,SSP1-Baseline,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
REMIND-MAgPIE 1.5,SSP2-19,World,Emissions|CO2,Mt CO2/yr,,35090,37010,,42310,,31110,,8623,,-7250,,-10480,,-12620,,-13640,,-13240,,-14180
REMIND-MAgPIE 1.5,SSP2-19,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5538,4885,,3940,,4415,,4579,,1314,,1148,,30.98,,-188.8,,345.2,,-320.6
REMIND-MAgPIE 1.5,SSP2-19,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32120,,38370,,26690,,4044,,-8565,,-11630,,-12650,,-13450,,-13590,,-13860
REMIND-MAgPIE 1.5,SSP2-19,World,Primary Energy|Biomass,EJ/yr,,55.83,59.41,,66.53,,75.28,,188.8,,260.9,,273.7,,286.5,,300,,304.9,,304.6
REMIND-MAgPIE 1.5,SSP2-19,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0067,,17.35,,145,,233.7,,254.4,,266.5,,277.4,,281.5,,278.9
REMIND-MAgPIE 1.5,SSP2-26,World,Emissions|CO2,Mt CO2/yr,,35075.4883,35595.9453,,43285.5779,,35991.7025,,27648.3423,,19351.5076,,7549.3641,,-1444.4899,,-6848.9714,,-10494.9234,,-12071.6879
REMIND-MAgPIE 1.5,SSP2-26,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5523.4883,3470.9453,,4915.5779,,1601.7025,,1773.3423,,3280.5076,,2466.3641,,1405.5101,,860.4286,,352.8766,,115.5121
REMIND-MAgPIE 1.5,SSP2-26,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32120,,38370,,34390,,25880,,16070,,5082,,-2850,,-7709,,-10840,,-12190
REMIND-MAgPIE 1.5,SSP2-26,World,Primary Energy|Biomass,EJ/yr,,55.83,59.41,,66.53,,61.82,,71.64,,127.8,,210.7,,262.6,,292.3,,308.4,,323.4
REMIND-MAgPIE 1.5,SSP2-26,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0067,,2.188,,23.48,,95.65,,189.3,,247.3,,280.2,,291.6,,293
REMIND-MAgPIE 1.5,SSP2-34,World,Emissions|CO2,Mt CO2/yr,,35075.4883,35595.9453,,43269.0978,,40887.7703,,34330.4211,,29421.4529,,24096.9042,,17296.7987,,9211.8035,,355.3602,,-5228.2264
REMIND-MAgPIE 1.5,SSP2-34,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5523.4883,3470.9453,,4899.0978,,2291.7703,,805.0211,,795.2529,,950.3042,,1290.7987,,1726.8035,,1437.0602,,689.2736
REMIND-MAgPIE 1.5,SSP2-34,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32120,,38370,,38590,,33520,,28620,,23150,,16000,,7486,,-1081,,-5917
REMIND-MAgPIE 1.5,SSP2-34,World,Primary Energy|Biomass,EJ/yr,,55.83,59.41,,66.53,,62.51,,59.86,,60.15,,78.1,,117.4,,180.7,,251.8,,294
REMIND-MAgPIE 1.5,SSP2-34,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0067,,0.7113,,6.307,,21.28,,50.37,,97.83,,166.7,,240.4,,283.7
REMIND-MAgPIE 1.5,SSP2-45,World,Emissions|CO2,Mt CO2/yr,,35075.4883,35595.9453,,43265.9655,,42840.1233,,40752.4121,,36916.3326,,33042.0122,,29443.8243,,26252.6906,,22494.3157,,21969.7324
REMIND-MAgPIE 1.5,SSP2-45,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5523.4883,3470.9453,,4895.9655,,1569.1233,,911.0121,,744.4326,,662.2122,,558.0243,,489.1906,,282.8157,,56.9624
REMIND-MAgPIE 1.5,SSP2-45,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32120,,38370,,41270,,39840,,36170,,32380,,28880,,25770,,22210,,21910
REMIND-MAgPIE 1.5,SSP2-45,World,Primary Energy|Biomass,EJ/yr,,55.83,59.41,,66.53,,62.63,,59.74,,58.13,,62.11,,67.44,,74.28,,84.29,,90.77
REMIND-MAgPIE 1.5,SSP2-45,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0067,,0.2727,,2.249,,8.441,,18.45,,30.24,,45.28,,62.76,,74.12
REMIND-MAgPIE 1.5,SSP2-60,World,Emissions|CO2,Mt CO2/yr,,35075.4883,35595.9453,,43259.746,,44971.357,,49002.8763,,51807.5372,,51971.6015,,51186.7429,,49338.1788,,44759.8465,,41936.224
REMIND-MAgPIE 1.5,SSP2-60,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5523.4883,3470.9453,,4889.746,,1401.357,,964.0763,,723.6372,,416.0015,,348.1429,,102.0788,,-92.0335,,-170.576
REMIND-MAgPIE 1.5,SSP2-60,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32120,,38370,,43570,,48040,,51080,,51550,,50830,,49230,,44850,,42100
REMIND-MAgPIE 1.5,SSP2-60,World,Primary Energy|Biomass,EJ/yr,,55.83,59.41,,66.53,,62.43,,59.24,,57.42,,60.9,,66.32,,71.99,,77.39,,82.65
REMIND-MAgPIE 1.5,SSP2-60,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0067,,0.014,,0.0139,,0.0201,,0.0882,,0.4265,,1.441,,3.707,,6.911
REMIND-MAgPIE 1.5,SSP2-Baseline,World,Emissions|CO2,Mt CO2/yr,,35090.4664,37009.6201,,43270.0274,,48639.9045,,56539.3659,,60479.8592,,67440.7248,,70450.4249,,72539.9732,,69459.8795,,64359.6952
REMIND-MAgPIE 1.5,SSP2-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5538.4664,4884.6201,,3670.0274,,2385.9045,,4214.3659,,1611.8592,,2733.7248,,770.0249,,-467.2268,,-887.3205,,-998.4048
REMIND-MAgPIE 1.5,SSP2-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32120,,39600,,46260,,52330,,58860,,64700,,69680,,73010,,70180,,65360
REMIND-MAgPIE 1.5,SSP2-Baseline,World,Primary Energy|Biomass,EJ/yr,,55.83,59.41,,66.82,,62.18,,58.9,,57.22,,60.69,,66.01,,71.43,,76.73,,81.57
REMIND-MAgPIE 1.5,SSP2-Baseline,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
REMIND-MAgPIE 1.5,SSP5-19,World,Emissions|CO2,Mt CO2/yr,,35280,36370,,39700,,37770,,22140,,1254,,-12840,,-16250,,-17930,,-19550,,-21310
REMIND-MAgPIE 1.5,SSP5-19,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5733,4170,,1321,,1643,,4408,,5147,,1317,,859.9,,704.4,,-102.3,,-1201
REMIND-MAgPIE 1.5,SSP5-19,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32200,,38370,,36130,,17730,,-3893,,-14160,,-17110,,-18630,,-19450,,-20110
REMIND-MAgPIE 1.5,SSP5-19,World,Primary Energy|Biomass,EJ/yr,,55.83,59.83,,65.8,,59.27,,142,,310.1,,361.7,,391,,417,,423.3,,429.4
REMIND-MAgPIE 1.5,SSP5-19,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0034,,9.903,,114.5,,296,,354.3,,376.3,,393.3,,397.9,,403.5
REMIND-MAgPIE 1.5,SSP5-26,World,Emissions|CO2,Mt CO2/yr,,35229.9425,36335.005,,39561.2523,,43164.6483,,38019.9767,,24985.2738,,7483.2768,,-3988.3296,,-11349.6725,,-16493.7559,,-18976.5852
REMIND-MAgPIE 1.5,SSP5-26,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5682.9425,4135.005,,1182.2523,,1548.6483,,2248.9767,,3832.2738,,3699.2768,,2240.6704,,1072.3275,,507.4441,,202.0148
REMIND-MAgPIE 1.5,SSP5-26,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32200,,38370,,41610,,35770,,21150,,3784,,-6230,,-12420,,-17000,,-19180
REMIND-MAgPIE 1.5,SSP5-26,World,Primary Energy|Biomass,EJ/yr,,55.83,59.83,,65.8,,54.2,,67.55,,178.4,,312.5,,368.7,,406,,445.7,,477
REMIND-MAgPIE 1.5,SSP5-26,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0034,,2.775,,35.63,,159.6,,302.1,,362.2,,396.7,,410.3,,417.2
REMIND-MAgPIE 1.5,SSP5-34,World,Emissions|CO2,Mt CO2/yr,,35229.9425,36335.005,,39549.8502,,44473.965,,43522.2875,,37420.9382,,28454.1572,,15509.4291,,2748.193,,-8535.2768,,-13600.1024
REMIND-MAgPIE 1.5,SSP5-34,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5682.9425,4135.005,,1170.8502,,1375.965,,887.0875,,620.2382,,2314.1572,,2511.4291,,2136.193,,1115.7232,,260.5976
REMIND-MAgPIE 1.5,SSP5-34,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32200,,38370,,43100,,42640,,36800,,26140,,13000,,612.2,,-9651,,-13860
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Biomass,EJ/yr,,55.83,59.83,,65.8,,54.05,,45.42,,67.7,,141.7,,229.3,,317.4,,396.9,,420.1
REMIND-MAgPIE 1.5,SSP5-34,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0034,,0.9124,,10.35,,45.06,,127.9,,221.1,,312,,392.3,,415.9
REMIND-MAgPIE 1.5,SSP5-45,World,Emissions|CO2,Mt CO2/yr,,35229.9425,36335.005,,39542.47,,44934.0956,,46002.3931,,43224.373,,37171.3899,,29477.4032,,23649.9494,,17166.3111,,15860.6672
REMIND-MAgPIE 1.5,SSP5-45,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5682.9425,4135.005,,1163.47,,1369.0956,,869.2931,,316.773,,967.6899,,973.0032,,663.0494,,260.3111,,16.7372
REMIND-MAgPIE 1.5,SSP5-45,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32200,,38370,,43570,,45130,,42910,,36200,,28510,,22990,,16910,,15840
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Biomass,EJ/yr,,55.83,59.83,,65.8,,56.09,,48.99,,67.82,,117.2,,166.1,,201.7,,231.3,,237.8
REMIND-MAgPIE 1.5,SSP5-45,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0034,,0.7908,,8.646,,36.87,,93.78,,149.3,,189.7,,222.8,,231.6
REMIND-MAgPIE 1.5,SSP5-60,World,Emissions|CO2,Mt CO2/yr,,35229.9425,36335.005,,39560.3595,,47835.9901,,54512.7416,,58172.9713,,58939.7787,,55299.0052,,50540.1373,,44186.3111,,40968.8652
REMIND-MAgPIE 1.5,SSP5-60,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5682.9425,4135.005,,1181.3595,,1355.9901,,1135.7416,,111.7713,,6.1607,,81.1952,,210.2373,,94.1111,,-20.5623
REMIND-MAgPIE 1.5,SSP5-60,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32200,,38370,,46480,,53380,,58060,,58930,,55220,,50330,,44090,,40980
REMIND-MAgPIE 1.5,SSP5-60,World,Primary Energy|Biomass,EJ/yr,,55.83,59.83,,65.8,,55.28,,46.38,,48.26,,54.82,,61.88,,68.45,,78.45,,93.51
REMIND-MAgPIE 1.5,SSP5-60,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0.0034,,0.137,,1.281,,5.08,,11.89,,21.1,,32.94,,48.74,,65.26
REMIND-MAgPIE 1.5,SSP5-Baseline,World,Emissions|CO2,Mt CO2/yr,,35279.6405,36371.1246,,44610.3893,,56726.452,,69861.617,,84436.4661,,101301.6164,,117499.8259,,129499.3478,,130397.5318,,126097.6827
REMIND-MAgPIE 1.5,SSP5-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,,5732.6405,4171.1246,,5062.3893,,5566.452,,4025.617,,2306.4661,,150.4164,,-238.6741,,-147.8522,,-495.3682,,-1530.3173
REMIND-MAgPIE 1.5,SSP5-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29550,32200,,39550,,51160,,65840,,82130,,101200,,117700,,129600,,130900,,127600
REMIND-MAgPIE 1.5,SSP5-Baseline,World,Primary Energy|Biomass,EJ/yr,,55.83,59.83,,65.95,,55.32,,46.07,,47.73,,53.05,,58.06,,63.05,,68.89,,74.9
REMIND-MAgPIE 1.5,SSP5-Baseline,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
